Vrsta izbora;Naziv županije;Naziv grada/općine;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
OPĆINSKI NAČELNIK;ZADARSKA ŽUPANIJA;KOLAN;JOSIP PLAZIBAT;;JOSIP PLAZIBAT - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ZADARSKA ŽUPANIJA;VRSI;LUKA PERINIĆ;;LUKA PERINIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ZADARSKA ŽUPANIJA;VRSI;SANDRA VUKIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ANTUNOVAC;DAVOR TUBANJSKI;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BELI MANASTIR;MARKO BOGATIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BELI MANASTIR;TOMISLAV ROB;;HDZ, HSU
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BELIŠĆE;DINKO BURIĆ;;DINKO BURIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BELIŠĆE;MIHAEL SUČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BILJE;ŽELJKO CICKAJ;;ŽELJKO CICKAJ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BILJE;ERIK MUNK;;ERIK MUNK - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BIZOVAC;TOMICA GLAVAŠ;;TOMICA GLAVAŠ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BIZOVAC;BERISLAV SUDAR;;BERISLAV SUDAR - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BIZOVAC;HRVOJE SUDAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;BIZOVAC;SREĆKO VUKOVIĆ;;SREĆKO VUKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEMINAC;ZORAN DUŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEMINAC;ZLATKO PINJUH;;HRVATSKA NARODNA LISTA - HNL
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEMINAC;DANIJEL REŠETAR;;DANIJEL REŠETAR - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEPIN;MARKO BREKALO;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEPIN;MARIJA ČAČIĆ;;MOST
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEPIN;VJEKOSLAV ĆURIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ČEPIN;DRAŽEN TONKOVAC;;DRAŽEN TONKOVAC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DARDA;ANTO VUKOJE;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJI MIHOLJAC;GORAN ALADIĆ;;GORAN ALADIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJI MIHOLJAC;IGOR ČUPIĆ;;SDP, HSS, HSU
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJI MIHOLJAC;IGOR GAVRANOVIĆ;;IGOR GAVRANOVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJI MIHOLJAC;MIHAEL JURANEK;;DP, HNS, Snaga SiB
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJI MIHOLJAC;IGOR KIŠ;;IGOR KIŠ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJI MIHOLJAC;DRAŽEN TRCOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DRAŽ;BARBARA KNEŽEVIĆ;;BARBARA KNEŽEVIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DRAŽ;STIPAN ŠAŠLIN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DRENJE;SLAVKO DEŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DRENJE;ŽELJKO FABRIC;;DEMOKRATSKI HSS - DHSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DRENJE;TOMISLAV HARŠANJI;;TOMISLAV HARŠANJI - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐAKOVO;MIRJANA ADRIĆ;;MIRJANA ADRIĆ - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐAKOVO;MARKO BERBEROVIĆ;;MLADI ZA ĐAKOVO
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐAKOVO;IRENA GLUHAK FOREMPOHER;;MOST
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐAKOVO;DANKO KOČIŠ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐAKOVO;MARIN MANDARIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐAKOVO;TIHOMIR MIHALJ;;TIHOMIR MIHALJ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐURĐENOVAC;HRVOJE TOPALOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ĐURĐENOVAC;LUKA VUKIĆ;;LUKA VUKIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ERDUT;ANAMARIJA KOVČALIJA FRANCEM;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ERDUT;JUGOSLAV VESIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ERNESTINOVO;MARIJANA JUNUŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ERNESTINOVO;IGOR MATOVAC;;IGOR MATOVAC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;FERIČANCI;MARKO KNEŽEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;GORJANI;MARKO BIRTIĆ;;DEMOKRATSKI HSS - DHSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;GORJANI;IVAN LOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;KNEŽEVI VINOGRADI;NIKOLA BALAŠ;;NIKOLA BALAŠ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;KNEŽEVI VINOGRADI;KRISTIAN HORVAT;;KRISTIAN HORVAT - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;KNEŽEVI VINOGRADI;VEDRAN KRAMARIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;KOŠKA;MATIJA ĐUREKOVIĆ;;DP, HNS, HSP
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;KOŠKA;ZORAN KOVAČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;KOŠKA;MARIJAN ZELENIĆ;;MARIJAN ZELENIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;LEVANJSKA VAROŠ;MARCEL SVJETLIĆ;;MARCEL SVJETLIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;LEVANJSKA VAROŠ;SLAVKO TIDLAČKA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;MARIJANCI;DARKO DORKIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;MARIJANCI;SAMIR KOVAČEVIĆ;;HNS, DP
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;MARIJANCI;JASMINA MESAROŠ;;JASMINA MESAROŠ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PODRAVSKA MOSLAVINA;DOMINIK CERIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;NAŠICE;SAMIR HAJ BARAKAT;;SDP, HNS, HSS
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;NAŠICE;KREŠIMIR KAŠUBA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;NAŠICE;SILVA MIŠKULIN;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;VLADIMIR HAM;;HNS, HSS, REFORMISTI
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;KATARINA KRUHONJA;;MOŽEMO! - POLITIČKA PLATFORMA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;GORAN KUŠEC;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;BERISLAV MLINAREVIĆ;;DP, MOST
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;IVAN RADIĆ;;HDZ, NEZAVISNA LISTA ANTE ĐAPIĆA, ANU, HSU, BUZ, HSLS, DHSS
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;VLADIMIR ŠIŠLJAGIĆ;;SNAGA SLAVONIJE I BARANJE - Snaga SiB
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;OSIJEK;MIROSLAV VANEK;;MIROSLAV VANEK - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PETLOVAC;MILAN KNEŽEVIĆ;;HDZ, DHSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PETLOVAC;MATEJ MARKAN;;MATEJ MARKAN - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PETLOVAC;BRANKO VUK;;HNS, DP
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PETRIJEVCI;MARIO RAIČ;;MARIO RAIČ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PETRIJEVCI;IVO ZELIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PODGORAČ;GORAN ĐANIĆ;;GORAN ĐANIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PODGORAČ;IVAN STRELEC;;HDZ, DESNO
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;POPOVAC;SAŠA JAKOVLJEVIĆ;;SAŠA JAKOVLJEVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;POPOVAC;ZORAN KONTAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PUNITOVCI;MARIJAN BATOREK;;MARIJAN BATOREK - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;PUNITOVCI;JASNA MATKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;SATNICA ĐAKOVAČKA;ROBERT MIHALJ;;HDZ, HSS, HSU
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;SATNICA ĐAKOVAČKA;ŽELJKO ŠIMIĆ;;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;SEMELJCI;GRGA LONČAREVIĆ;;GRGA LONČAREVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;STRIZIVOJNA;JOSIP JAKOBOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;TRNAVA;IRENA MIKIĆ BREZINA;;Snaga SiB, DHSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;TRNAVA;DUBRAVKO MIKIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VALPOVO;TOMISLAV ČAMAGAJEVAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VALPOVO;MATKO ŠUTALO;;MATKO ŠUTALO - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VALPOVO;MARKO TOMOKOVIĆ;;MARKO TOMOKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VILJEVO;DOMINIK KNEŽEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VIŠKOVCI;ANTE KRIŠTIĆ;;ANTE KRIŠTIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VIŠKOVCI;PETAR ZORIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VUKA;DAMIR MARIČIĆ;;HDZ, HKS, DHSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJA MOTIČINA;ŽELJKO KOVAČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;DONJA MOTIČINA;DOMINIK MIHALJEVIĆ;;HSP, HSU, DP
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;MAGADENOVAC;VELIBOR AZENIĆ;;MOST, DP
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;MAGADENOVAC;MATKO DAVIDOVIĆ;;SDP, HNS, HSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;MAGADENOVAC;STJEPAN ŽIVKOVIĆ;;DHSS, HDZ
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;VLADISLAVCI;MARJAN TOMAS;;HDZ, DHSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;JAGODNJAK;DANIJELA MLINAREVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ŠODOLOVCI;NENAD SAMARDŽIĆ;;NENAD SAMARDŽIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;OSJEČKO-BARANJSKA ŽUPANIJA;ŠODOLOVCI;DRAGAN ZORIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;CIVLJANE;KRSTE BARIŠIĆ;;KRSTE BARIŠIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;CIVLJANE;SIMO BARIŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;CIVLJANE;PETAR PREOČANIN;;PETAR PREOČANIN - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;DRNIŠ;JOSIP BEGONJA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;DRNIŠ;ANTE GALIĆ;;MOST, DP, LOZA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;DRNIŠ;ANĐELKA TOMIĆ;;NEZAVISNA LISTA MLADIH - NLM
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ERVENIK;PREDRAG BURZA;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KIJEVO;MARTIN ERCEGOVAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KIJEVO;LIDIJA SLAVIĆ;;LIDIJA SLAVIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KISTANJE;GORAN RELJIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KNIN;NIKOLA BLAŽEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KNIN;ILIJA ČIČAK;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KNIN;MARIJO ĆAĆIĆ;;MARIJO ĆAĆIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KNIN;ADRIJANA FRANJKIĆ;;HRVATSKI SUVERENISTI, HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NHR
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KNIN;ROBERT OKADAR;;DP, MOST, LOZA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;KNIN;ANJA ŠIMPRAGA;;SDSS, SDP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PROMINA;TIHOMIR BUDANKO;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;BISKUPIJA;MILAN ĐURĐEVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PRIMOŠTEN;NEDJELJKO MARINOV;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PRIMOŠTEN;STIPE PETRINA;;NEZAVISNA LISTA STIPE PETRINA - NLSP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PRIMOŠTEN;ŠIME ŠARIĆ;;MOST, DP, LOZA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;RUŽIĆ;DALIBOR DURDOV;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;RUŽIĆ;JOSIP SUČIĆ;;MOST, DP, LOZA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;SKRADIN;ANTONIJO BRAJKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;PETAR BARANOVIĆ;;REFORMISTI, HSU, HNS
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;ŽELJKO BURIĆ;;HDZ, HSLS
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;IVO GLAVAŠ;;NEZAVISNA LISTA STIPE PETRINA - NLSP
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;MARIO KOVAČ;;DP, MOST, LOZA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;TONČI RESTOVIĆ;;SDP, NL
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;HRVOJE ZEKANOVIĆ;;HRVATSKI SUVERENISTI, HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NHR
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ŠIBENIK;DAVOR ŽIVKOVIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TISNO;VALERIJO BRAČANOV;;VALERIJO BRAČANOV - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TISNO;LOVRE CRVELIN;;ŽIVI ZID
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TISNO;KRISTIJAN JAREB;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TISNO;DENIS KOMŠIĆ;;DENIS KOMŠIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TISNO;EDGAR SKRAČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;UNEŠIĆ;ŽIVKO BULAT;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;UNEŠIĆ;BRANKO DŽELALIJA;;MOST, DP, LOZA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;VODICE;MERI BANDL VALEŠ;;MERI BANDL VALEŠ - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;VODICE;ANTE CUKROV;;HDZ, HSS
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;VODICE;SANJA RADIN-MAČUKAT;;SANJA RADIN-MAČUKAT - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;VODICE;IVICA SLAVICA;;MOST, DP, LOZA
GRADONAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;VODICE;MARKO UDOVIČIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PIROVAC;IVAN GULAM;;FOKUS, SDP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PIROVAC;VLASTA KRPETIĆ MEIĆ;;VLASTA KRPETIĆ MEIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;PIROVAC;STIPE UREM;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ROGOZNICA;IVANA LOVRIĆ;;DP, MOST, LOZA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ROGOZNICA;MARIJO MLADINIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ROGOZNICA;JOŠKO ŽIVKOVIĆ;;JOŠKO ŽIVKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;ROGOZNICA;LJUBO ŽUPANOVIĆ;;LJUBO ŽUPANOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;MURTER - KORNATI;RENATO KOŽULIĆ;;ZAJEDNO ZA MURTER - ZM
