Vrsta izbora;Naziv županije;Naziv grada/općine;rbr;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;10;DRAŽEN ĐERĐ;;DOMOVINSKI POKRET - DP
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;11;VESNA RUŽEVIĆ;;DOMOVINSKI POKRET - DP
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;12;TOMISLAV ĐERĐ;;DOMOVINSKI POKRET - DP
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;13;VLATKO BABIĆ;;DOMOVINSKI POKRET - DP
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;1;RENATA BANOŽIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;2;LAURA ŠUĆUROVIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;3;IVAN VRLJIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;4;FILIP GAJDAŠIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;5;ŽELJKO HRUBIK;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;6;MARIO KOMARČEVIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;7;GORAN POPOVIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;8;EMILIJA DRINOVAC;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;9;ZVONKO FERENČEVIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;10;IVANA TOMŠIK;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;11;LJERKA KLJUČARIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;12;FRANJO KOLAK;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;13;IVANA BOBAN LAZIĆ;;HDZ, HSLS, HSP, HSU
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;1;VALENTINA MANDIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;2;HRVOJE RIMAR;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;3;MIRKO ĐURKOVIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;4;MARINA DEBELJUH;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;5;MARKO MANDIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;6;MIRJANA OŽANIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;7;LIDIJA KNEŽEVIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;8;KRUNOSLAV RUKOVANJSKI;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;9;MIRJANA ŠARKANOVIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;10;LUKA RADIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;11;FRANJO KOVAČ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;12;JOSIP MANDIĆ;;HKS, HRVATSKI SUVERENISTI
GRADSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;13;MARIO MERCVAJLER;;HKS, HRVATSKI SUVERENISTI
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;1;BRANKA RAIĆ-SUDAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;2;DALIBOR AMAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;3;ANTE MACAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;4;JASNA PULJIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;5;ANTONIO NADAREVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;6;LUKA FILAKOVAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;7;DAVOR MAJSTOROVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;8;KREŠIMIR SAMBOL;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;9;KATARINA MARIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;10;JOSIP PEKIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;11;TOMISLAV ŠPOLJAREC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;12;DARKO UJVARI;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;13;NIKOLINA VALENTIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;1;MARKO MILIČEVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;2;KRISTIJAN BARIČEVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;3;TOMISLAV ŠUKER;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;4;MIRELA KLARIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;5;DANIEL LABAZAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;6;IVAN POŽEGA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;7;ŽELJKO PETRLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;8;TOMISLAV JOZINOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;9;NIKOLA BOGOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;10;IVAN GRIZELJ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;11;DOMAGOJ RAGUŽ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;12;ROBERTO PANIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;13;IGOR DOJMI;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARKO MILIČEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;1;IVANA MARAS;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;2;TOMISLAV PRACAIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;3;DRAGICA IVEZIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;4;MATEJ DELAŠ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;5;MARIJA DUGINA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;6;MARIO MATIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;7;IVONA KLJUNIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;8;MARKO VUKOLIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;9;MARIO CAFUTA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;1;GORAN ILEKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;2;MARKO MIKULEC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;3;MARIJA KLEN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;4;SNJEŽANA CRČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;5;FRANJO PETRINIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;6;JOSIP MIKULČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;7;MONIKA VIDOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;8;SUZANA JURIŠIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;9;MIHAEL DUMBOVEČAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - GORAN ILEKOVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;1;MARIO SMETIŠKO;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;2;MONIKA HANŽEK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;3;DARIJO DUGINA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;4;REBEKA MAJIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;5;DOMAGOJ PRIŠĆAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;6;SUZANA TOMIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;7;BORNA KADOIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;8;LORENA CULI;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;9;VIŠNJA SEDLAR;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO SMETIŠKO
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;1;STJEPAN MAJPRUZ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;2;ASIM BEKTIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;3;ANA LUKIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;4;SLAVKO KUZMANOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;5;IRENA MAJPRUZ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;6;MARIO KRUŠELJ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;7;ĐURĐICA ŠALKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;8;ANTONIO JURIŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;9;SILVIJA GLUHAK;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;1;STJEPAN MILAS;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;2;ŽELJKO CIRBA;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;3;ANA MARIJA KRIZMANIĆ;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;4;JELENKO VLAJČIĆ;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;5;MIRKO DRAŽIĆ;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;6;IVONA BRAJKOVIĆ;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;7;MONIKA HODAK;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;8;IVAN BALIĆ;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;9;JOSIPA BALIĆ;;HDZ, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;1;SANJA ANTOLOVIĆ;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;2;LJUBICA SABLJAK;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;3;GORAN ŠIBALIĆ;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;4;MARIJAN BURGER;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;5;KATARINA TOMA;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;6;ZORAN LATAS;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;7;VLADO PALIJAN;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;8;JOSIP BALIĆ;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;9;VESNA BALIĆ;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;1;MARIO PEULIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;2;TOMISLAV POLE;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;3;DAVOR LUKETIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;4;DAMIR POLE;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;5;MARTIN MILAS;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;6;MARIJANA SABLJAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;7;SILVIJA VIDIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;8;ANDREJA PAP;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;9;MARINA PEULIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - MARIO PEULIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;1;GORAN RUBIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;2;IVAN ŠAKIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;3;IVANA KEKEZ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;4;MARIO MIHALJEVIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;5;RUŽA NALETILIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;6;DAMIR BOŠNJAK;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;7;KRISTINA RUPČIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;8;DAVOR LEKO;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;9;MLADEN MATANČEVIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;10;NIKOLINA HOJSAK;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;11;EMANUELA VAŠTAG;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;12;KATICA DUVANČIĆ-LEKO;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;13;TONI RUBIĆ;;DP, HSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;1;HRVOJE DRINOVAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;2;DARKO ČULJAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;3;ZORAN ALPEZA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;4;DRAGO MRKONJIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;5;JOSIP PAP;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;6;IVAN GALIČ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;7;MATEJ VRSELJA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;8;ROBERTA MESIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;9;KATARINA ARTUKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;10;MARTINA JOZIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;11;DARKO ĐERFI;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;12;IVANA MARINOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
