Vrsta izbora;Naziv županije;Naziv grada/općine;rbr;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;41;KSENIJA KRSNIK;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;42;VIKTOR ROMANČUK;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;43;INES ŠKOF;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;44;JASNICA VOJVODIĆ;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;45;BORIS MAKARUN;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;46;PETRA RUNDEK;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;47;MARIJA PERĐUN CMRK;;HDZ, HSU, HNS, HSLS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;1;MARINA ŠTOKAN BOSANAC;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;2;LUKA JOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;3;IVAN SUŠEC;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;4;IVAN BEKAVAC;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;5;LJUBODRAG POLJAK;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;6;ROMAN RODIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;7;FILIP MARTINČEVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;8;DOMAGOJ ALERAJ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;9;IVANA BARKOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;10;KARMEN RAK;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;11;ANDRIJA BRAJKO;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;12;KATARINA MIKOVČIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;13;VALENTINA DOROTIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;14;TADIJANA MARČINKOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;15;BISERKA LIPOVAC;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;16;TIHOMIR FELJAN;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;17;BARBARA ŽUPANIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;18;PAULINA BADROV;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;19;TOMISLAV ŽUNEK;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;20;KORALJKA ALERAJ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;21;VALENTINA LIPOHAR;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;22;VESNA CIPOVEC;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;23;SANDRA MATIJAŠEVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;24;DRAŽEN MIHEL;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;25;ANTE VUKELIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;26;MATO ŽILIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;27;NADA VASILIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;28;NATAŠA ĆAVAR;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;29;ANTONIO NIKOLIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;30;VALENTINO ZVONAR;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;31;ANĐELA BRAJKO;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;32;BRIGITA FILIPOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;33;BISERKA RADOŠEVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;34;TOMISLAV STANČIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;35;IVAN TUCIBAT;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;36;IVANA GAŠPAR;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;37;PETRA FILIPOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;38;MARIJA VINCETIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;39;KATARINA PERAN;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;40;ŽELJKO BUTKOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;41;NADA FINDERLE;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;42;SUZANA HORVATIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;43;DOMINIK ĐURAČIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;44;TOMISLAV GRUICA;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;45;FILIP FILIPOVIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;46;MARIJA NIKOLIĆ;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;47;ZORAN LEKO;;MOST
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;1;PAVAO GROM;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;2;ANTUN VIDMAR;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;3;ŽARKO DELAČ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;4;RUDOLF JEDVAJ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;5;IVA GROM JUG;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;6;IGOR ŠEVO;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;7;LEJLA KREZIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;8;DRAGO PRAHIN;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;9;IVAN REŠČIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;10;NIKOLINA ADELSBERGER;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;11;HRVOJE PEŠUTIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;12;SLAVKO ČAKANIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;13;JASMINA JUGO PRICA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;14;ĐURO MUČNJAK;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;15;ZORAN MIŠKULIN;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;16;FRANJO BAŠIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;17;ŽELJKO KORAŽIJA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;18;MARIO MIKLEŽ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;19;VALERIJA LASTOVČIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;20;MARIJANA PUNEK;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;21;LAZAR GRUJIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;22;FABIJAN MIK;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;23;JOSIP MOJZEŠ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;24;IVAN BARIŠIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;25;GORAN GRUJIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;26;EMA MASKALAN;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;27;MARTIN FRANJKO;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;28;ZDRAVKO MIKSA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;29;KATARINA OBRANIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;30;STELA GLUŠČIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;31;BRANKO JURATOVAC;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;32;ILIJA DŽOMBETA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;33;MARTTINELA KOVAČ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;34;BRUNO PAOLO RAĐA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;35;GLORIA FAUKOVIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;36;NIKOLINA GROM RAĐA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;37;VESNA MATAUŠIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;38;BRANIMIRA OBRANIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;39;MIHAELA VRBANČIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;40;MONIKA MAZIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;41;TATJANA ŠEBEK;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;42;NOA RAĐA;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;43;DARIN STANIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;44;IVAN ŠIKAC;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;45;BRANKA MATAUŠIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;46;MELITA PAP;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;47;DORA GOLUBIĆ;;"""PGnl"", DHSS, SU"
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;1;MIHAEL ZMAJLOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;2;MIRELA KATALENAC;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;3;MARTINA GLASNOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;4;DENIS KRALJ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;5;ZVONIMIR NOVOSEL;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;6;DRAŽEN DRAGANIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;7;ALEN PRELEC;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;8;NADICA ŽUŽAK;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;9;ŽELJKO PANKRETIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;10;OZREN ROBIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;11;ZVJEZDANA SEČEN;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;12;ŽELJKO VOJKOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;13;VELIMIR KOKOT;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;14;BORISLAV KOVAČIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;15;VLADO MESNIK;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;16;BRIGITTE BERULEC;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;17;DARIO ZAJEC;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;18;ŽELJKO FILIPOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;19;ZDRAVKO MARKIŠ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;20;NIKOLA KOŽAR;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;21;MAJA JENEI JURKOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;22;STJEPKO RUKELJ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;23;JADRANKA ROBIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;24;TOMISLAV VLAHOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;25;ZORAN OSTOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;26;ROMANA SEMENIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;27;KRUNOSLAV SOHORA;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;28;DRAGICA PERNAR;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;29;MAJA NOVOSEL;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;30;ANDREA GRDIŠA;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;31;MAJA KRNJEVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;32;MARIO VLAHOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;33;NENAD STRIZREP;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;34;MARIJO ZDELAR;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;35;SLAĐANA VASILJEVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;36;IVICA MIKEC;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;37;NEVENKO KAMNATNIK;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;38;LEON BASTAŠIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;39;IRENA KAPOR;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;40;NEVENKA PAVLAKOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;41;MARKO KRESONJA;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;42;JASNA NOVAKOVIĆ-MARKOVIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;43;MARTA ŽIŽEK;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;44;MAJA DRŽANIĆ ČAKANIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;45;KREŠIMIR BUNJEVAC;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;46;KREŠIMIR ŠAFRANKO;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;47;DUŠA ŠARUNIĆ;;SDP, HSS
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;1;STJEPAN KOŽIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;2;VLADO HORINA;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;3;ZVONKO KUNIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;4;ANĐELA CIRKVENI;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;5;IVAN REMENAR;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;6;BORIS KLEMENIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;7;DARKO BISTRIČKI;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;8;JOSIP DRŽAIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;9;BRANKICA BENC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;10;SLAVEN BARIŠEC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;11;IVAN ZADRAVEC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;12;JASENKA HALEUŠ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;13;DARKO KRALJ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;14;ZDENKO ŠILJAK;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;15;GORDANA BRCKOVIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;16;GORAN MARIČIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;17;IVICA PRELOG;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;18;NADIA ILIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;19;NINO VRBAN;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;20;NIKOLINA LUČIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;21;DALIBOR BASTALEC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;22;ROMINA ZADRAVEC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;23;STJEPAN ESIH;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;24;DRAGO HORVAT;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;25;MIRJANA BUKOVEC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;26;KSENIJA ČULJAK;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;27;IVA BORIČEVIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;28;DRAŽEN CIRKVENI;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;29;DEJAN JAIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;30;VALENTIN CRNEKOVIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;31;VEDRANA KLAJN;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;32;TIHOMIR JAKOVLJEVIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;33;HRVOJE PAJUR;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;34;IVANA FUČKAN;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;35;DANIELA ŽNIDARIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;36;DRAŽENKA GRAH PRAHIN;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;37;MARIJA ŠINKO;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;38;ŽELJKO BUKOVIĆ;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;39;VALENTINA POSTRUŽIN;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
ŽUPANIJSKA SKUPŠTINA;ZAGREBAČKA ŽUPANIJA;;40;NIKOLINA KULJANAC;;"SKNL, ""365 STRANKA RADA I SOLIDARNOSTI"""
